xb,yb,xr,yr,heading,step
-2.5539943938239517e-05,0.003113724812773555,0.0008831381554316376,-0.10056941077960885,0.09985314516729436,25.0
-2.6477668348222588e-05,0.003180835023933834,0.0008831407727774667,-0.10056941202283984,0.09985306597097392,26.0
-2.7229094605858988e-05,0.003234584107023153,0.0008831428685236184,-0.1005694130181926,0.09985299646014217,27.0
-2.7831040611230387e-05,0.003277621294041355,0.0008831445468676287,-0.10056941381511245,0.09985293539197836,28.0
-3.3575826704455316e-05,0.005761932110192394,0.000878876775419495,-0.09811954806260403,0.10040089854633777,29.0
-7.906009956984113e-05,0.009431198645735606,0.000865051675568712,-0.09447757939300856,0.11764426477466575,30.0
-9.35426100374335e-05,0.01625748013274589,0.0008508258193654722,-0.08767336875636625,0.11761110932358937,31.0
-0.00010775413841339842,0.023008874880575375,0.0008368244681223214,-0.08093963566845278,0.11758719335476694,32.0
-0.00012170666745363855,0.029688681953709647,0.00082303015685634,-0.07427396086115466,0.11756254982399784,33.0
-0.00013545259718511667,0.03631163327444056,0.000809403259398298,-0.06766231694966188,0.11753865621699382,34.0
-0.00014904006409979798,0.04288943858536801,0.0007959066728669457,-0.06109355834768921,0.11751713642249775,35.0
-0.00016251059057462278,0.04943133770455575,0.0007825079350124657,-0.05455889689010439,0.1174994134996791,36.0
0.012994014171887603,0.048819188608787395,0.0007531904166105322,-0.0544582463293337,-7.162556395219279,37.0
0.02768336900974516,0.04604630857941516,0.0008746912733644172,-0.054444112183266044,-15.34059194500494,38.0
0.04074192055647031,0.04099357346015319,0.0007406675619761105,-0.05501528264207726,-23.02183240222835,39.0
0.05295193254427189,0.03524659769213754,0.0008275839300656486,-0.0547615664614585,-30.478643374646037,40.0
0.05683298679153031,0.028965079349007876,-0.0005173252800505369,-0.05780964235644089,-33.86435099665982,41.0
0.06093054692499064,0.022837250448361747,-0.0010753426018353597,-0.06067666989513341,-36.99570042611396,42.0
0.07321774885657764,0.01189979645377394,-0.0010930450141696066,-0.0608843144564503,-45.997877681268164,43.0
0.0821832991212644,0.0016865728376369293,-0.00094566921862263,-0.06083900604510786,-53.45452499514185,44.0
0.08388514044135485,0.00030615771734721076,-0.00017897771331533505,-0.06095801954193851,-54.31945251192861,45.0
0.09244607115736803,-0.013743270972545817,-0.00014278703785591327,-0.06115150111555674,-63.28945321931948,46.0
0.0974717198378738,-0.02683309507039789,-0.0003438518381613274,-0.062223491047253714,-70.51274430133928,47.0
0.10336895237559239,-0.026235409784710666,0.005695227335109646,-0.06201687158802187,-70.28361140192581,48.0
0.10933759916060518,-0.025763155551803724,0.011786310732870849,-0.061878227141268706,-70.0878738427498,49.0
0.11528360502714388,-0.023372015180331086,0.017826192180624603,-0.05974056067219505,-69.93899288498257,50.0
0.12123871188601054,-0.02294643785519717,0.023854931354460217,-0.0595124141543241,-69.82293151250846,51.0
0.12722646248410607,-0.02212048896577281,0.029900638274155622,-0.05884102273706134,-69.73201329338998,52.0
0.09613884946075449,-0.03519780213800481,0.03593099571498655,-0.0580249985058072,-69.6594064780303,53.0
0.11221737008401608,-0.03042101913618011,0.04193346914427135,-0.057154511846197534,-69.5866284022666,54.0
0.11748615285299455,-0.029616121323820344,0.047936669041267865,-0.05621106896150678,-69.51630049412096,55.0
0.12175664326511926,-0.029095890952073697,0.05393704149605591,-0.05516665556925228,-69.45113256020196,56.0
0.12509343416524762,-0.028917370950424317,0.05994381499986551,-0.054082045982596826,-69.40127656034508,57.0
0.12767704950180125,-0.029014516871763905,0.0659497064904861,-0.05296631046018436,-69.3636116894565,58.0
0.12969284619784993,-0.029337111125399447,0.07195303125890709,-0.051844044619999495,-69.336293204647,59.0
0.1313145500751376,-0.02978994130873667,0.07795261743764019,-0.050691657379668485,-69.3172783245907,60.0
0.14239268835392177,-0.0320256990048956,0.08394812886411691,-0.04953948009267376,-69.30451890549975,61.0
0.15816634806444804,-0.029456837360583726,0.0899400239963878,-0.048388273060436,-69.29618103266213,62.0
0.16888376176265874,-0.02682217311217509,0.09592920759309768,-0.04724202155895955,-69.29040330473515,63.0
0.1844550152010232,-0.02082835699046695,0.10191715435697672,-0.04607460252627801,-69.28513240858128,64.0
0.2029965218634724,-0.01738604172391505,0.10790361653846572,-0.04478213340845373,-69.28025078001394,65.0
0.22068680125696416,-0.012267945369340592,0.11388972090330017,-0.04324095798438615,-69.27576136496049,66.0
0.23103150259205396,0.003729095287836187,0.11987449652048618,-0.0413506487333844,-69.27215390438467,67.0
0.2441592736480468,0.02097613291020408,0.12585932525363286,-0.03908508304415056,-69.26940959971458,68.0
0.2603517923007279,0.025267306666637367,0.13184542977329833,-0.036820393556112545,-69.26733063434976,69.0
0.2677714862491288,0.049446697086609266,0.1378312619226529,-0.03455555874565228,-69.26569631643898,70.0
0.26799137299861125,0.06717741109146896,0.14381692795999831,-0.03229076332865629,-69.26433356895834,71.0
0.2786274928727237,0.07118635297223085,0.14980220791874668,-0.030025140462360825,-69.2629519971701,72.0
0.2913472161453504,0.07697155455790555,0.15578770861807617,-0.027760129647532487,-69.2616322708951,73.0
0.30312938773355935,0.08014115864477311,0.16177321859531152,-0.025495047344693773,-69.26052798691633,74.0
0.31542083221979056,0.08566404836339116,0.16775849888193164,-0.023229190906919394,-69.25964259118516,75.0
0.32872534159423483,0.09154214699828328,0.17374406995769026,-0.020963894152964298,-69.25898816222316,76.0
0.34190976887153085,0.09720066225034196,0.17972954737083502,-0.01869826780742335,-69.25851646058379,77.0
0.3536521620449036,0.10172303898111394,0.18571522180065766,-0.01643311038518702,-69.2581752611268,78.0
0.36540510355584754,0.10617351629095301,0.19170083024838488,-0.014167708592116602,-69.25790877467938,79.0
0.3772898023610316,0.11062157247218557,0.19768589763466576,-0.011900831933885832,-69.25768342247682,80.0
0.3889052054661438,0.11489937581636,0.2036714115007417,-0.009635082195501549,-69.25748031007039,81.0
0.4005418165444161,0.11920878377280295,0.20965688446836747,-0.0073692280856622865,-69.25729762380874,82.0
0.4122038706351251,0.12357120827451692,0.21564203095638515,-0.005102501727857866,-69.25712935085474,83.0
0.42390377848087335,0.1279598499657573,0.22162774691748455,-0.0028372748183444975,-69.25697395911969,84.0
0.4356338063883801,0.1323946516950701,0.22761303248057563,-0.0005708987624472115,-69.25682612090078,85.0
0.4473770778184658,0.13685588574001328,0.2335983333180887,0.001695397806294054,-69.25668059323752,86.0
0.459119759316868,0.14133080915003265,0.23958356102757017,0.003961907967116607,-69.25654437292982,87.0
0.47085126105583275,0.14577654164388665,0.24556888643055955,0.0062281335230020135,-69.25640959618279,88.0
0.4825532906290592,0.15007868737748328,0.25155386505816624,0.00849528852033798,-69.25627887396966,89.0
0.49421625533619973,0.15410567972080036,0.2575390940661966,0.010761779150398026,-69.2561509975985,90.0
0.5058474301750082,0.15776701513829322,0.2635242095204141,0.01302857085184743,-69.25602579783245,91.0
0.5174802147890983,0.16105711216381371,0.269509220047225,0.015295638814741929,-69.25590099219599,92.0
0.5291622479481426,0.16437978142690013,0.2754943478254174,0.017562415424748724,-69.25577949129402,93.0
0.5408358940563214,0.16769890206455612,0.2814795689090516,0.019828932671725252,-69.25565866018349,94.0
0.5525025633036562,0.17101617235818742,0.28746447791216523,0.02209629139930731,-69.25554000723963,95.0
0.5641907897961035,0.1743480428773922,0.2934477517852735,0.024367965326715375,-69.25567991006884,96.0
0.5758622409475354,0.17766993746103532,0.29943137984115836,0.02663869516840637,-69.25578112926284,97.0
0.58,0.1809888606654085,0.30541528519732836,0.0289086756209877,-69.25585174491498,98.0
0.58,0.18431497282591883,0.3113994039956045,0.031178061653083206,-69.25590004089842,99.0
0.58,0.18763033046180266,0.3173836870331657,0.03344696880985846,-69.25593342494791,100.0
0.58,0.1909456209199083,0.32336809676469064,0.03571548426802774,-69.25595786165555,101.0
0.58,0.19425155173709893,0.32935260415404716,0.037983675147291764,-69.25597769185482,102.0
0.58,0.19755905412321736,0.3353371855235502,0.04025159432438955,-69.25599572526592,103.0
0.58,0.20088280120335444,0.3413218197616355,0.04251928426297831,-69.25601349594098,104.0
0.58,0.20419093611196562,0.34730648612100506,0.04478677939224454,-69.25603158713793,105.0
0.58,0.20749839767280162,0.3532911625938771,0.047054107475591654,-69.25604995628997,106.0
0.58,0.21081561276655916,0.3592758246586085,0.04932129029176049,-69.25606821593584,107.0
0.58,0.21411451360109546,0.36526044410908526,0.05158834384573247,-69.25608584891823,108.0
0.58,0.21742752995737724,0.37124498768263864,0.05385527824474499,-69.25610235364489,109.0
0.58,0.22073866514571155,0.37722941524397546,0.0561220973100769,-69.25611732700587,110.0
0.58,0.22405295856956314,0.38321367731886974,0.05838879794024386,-69.25613049897626,111.0
0.58,0.2273634298816774,0.3891977117784098,0.06065536919114357,-69.25614173500134,112.0
0.58,0.2745425895725016,0.39289160977042786,0.06205424009331677,-62.05022452904319,113.0
0.58,0.2742138665504264,0.3983722026285926,0.062394676027614934,-62.446977910968776,114.0
0.58,0.2655820597188172,0.4022253586800141,0.06200260834398831,-64.03781088454406,115.0
0.58,0.2545501477390436,0.4047373399878482,0.062250871271436456,-65.43771003344295,116.0
0.58,0.23900577718271243,0.40782612052336675,0.062954841502892,-67.77858019048905,117.0
0.58,0.21750628236189132,0.41130252052346244,0.06479803424797434,-71.36445547447131,118.0
0.58,0.21825181255475024,0.4168810401246395,0.06663718123528424,-71.3815143074985,119.0
0.58,0.1945937992093811,0.4203139680168861,0.0678622166215824,-75.45206154350349,120.0
0.58,0.1958667622096349,0.4264756007807185,0.06937939950712482,-75.4527152825696,121.0
0.58,0.19735263876131298,0.4326589251147312,0.07101185304435655,-75.43506257493758,122.0
0.58,0.19884070979585577,0.4388881916421905,0.0726762843594773,-75.42090339826024,123.0
0.58,0.20635770957411478,0.4441206510258978,0.07403063263287515,-74.19277995228401,124.0
0.58,0.21626537617434624,0.44881253476059735,0.07537919807356758,-72.38112940229907,125.0
0.58,0.22495288360673188,0.453535454064885,0.07691415655345414,-70.70139990092714,126.0
0.58,0.2298860604341006,0.4588154199629589,0.07880821868485202,-69.78072652983226,127.0
0.58,0.2327953539560873,0.46447831073586365,0.08091755878399602,-69.29827204529262,128.0
0.58,0.23816188199218685,0.4697025928154659,0.08292039710021497,-68.14052602339929,129.0
0.58,0.24281059658922943,0.4749510469055897,0.08504791914537752,-67.07934186570166,130.0
0.58,0.24347965182409448,0.4808269972561576,0.08754583318925911,-67.1001650732435,131.0
0.58,0.24417583556746494,0.48673175243040223,0.09003792855067907,-67.11322769928933,132.0
0.58,0.2449288002498558,0.4926254647040733,0.0925122638211009,-67.10462933767045,133.0
0.58,0.24564740259973863,0.49852202103435866,0.09498327049964433,-67.10442254603785,134.0
0.58,0.24635547501189495,0.5044136917853859,0.09745504188841311,-67.10725231305446,135.0
0.58,0.24706915990944453,0.5103015942237685,0.09993358306741154,-67.1098066320116,136.0
0.58,0.5961300170097237,0.5161884678357015,0.10241724847730976,-67.11017464069414,137.0
0.58,14.329457657265422,0.5220744651026092,0.10490358245931064,-67.1099706046013,138.0
0.58,0.2696191802510438,0.5257011446450335,0.10644161504791817,-59.91061570059292,139.0
0.58,0.37282510570116795,0.5234526369908794,0.10492519132910066,-54.95811234485862,140.0
0.58,0.25204368527178134,0.5193864600586511,0.10205200642644077,-54.88397468105989,141.0
0.58,0.2856224387631446,0.5208897375824684,0.10319616865160523,-54.86499729190052,142.0
0.5547410683333143,0.26955372622997353,0.5208908612968685,0.10320305294942902,-45.7477183907454,143.0
0.5096350275267841,0.272618429228296,0.5208010652615201,0.10320999062678284,-36.50072771328861,144.0
0.47640954451276557,0.26098770786407527,0.5207087239952215,0.10320702960019883,-27.40190228990736,145.0
0.44693754451285317,0.24324234358562305,0.520650372972483,0.1032127099514849,-18.31142501116426,146.0
0.4230573909349807,0.2220551823977813,0.5202623422036535,0.10249399248994415,-10.184376894245851,147.0
0.406775861268342,0.20270072625102048,0.5200293207297619,0.10202399713197197,-2.8566689040526363,148.0
0.39247588467380096,0.17935009451525025,0.5198362772579534,0.10219132058571208,6.248329650117986,149.0
0.3850385442095317,0.15761203349537095,0.5196615154712725,0.10235203179480595,13.539970506016587,150.0
0.3848835441529924,0.156638538984484,0.518386578657935,0.10848413439825266,13.322088918821521,151.0
0.3841243358307387,0.15425527966147867,0.5171315608687388,0.11475030434102414,13.16658062067649,152.0
0.38341088130506606,0.15384550391807922,0.5159007513497871,0.1210639488932234,13.061754893810091,153.0
0.38248568841459585,0.1530696371430324,0.5146780475758237,0.12739627455833255,12.99656358462202,154.0
0.38151166860032293,0.14897728350836825,0.5134475386216502,0.13372761358049345,12.960825797101608,155.0
0.38013629690298456,0.14483631474801384,0.5120927939002021,0.14001951746696675,12.959174894967681,156.0
0.37869396979262104,0.14077475927416794,0.5106635498795477,0.1462902307065112,12.949593294666968,157.0
0.3772038689837499,0.13671363534695016,0.5091960327902035,0.15254651654593412,12.933119161964012,158.0
0.37561994637614876,0.1326813438838622,0.5076853882736599,0.1587955030692635,12.90697682475265,159.0
0.37402819641701657,0.12864618859497806,0.5061882635888645,0.1650455146221117,12.888217072449129,160.0
0.37242134904539437,0.1246073539010363,0.5046988894653731,0.1712969867285378,12.87523346447161,161.0
0.37079130156168594,0.12055012686028066,0.5032196664745646,0.17754582493078988,12.86654018505094,162.0
0.3784819493225433,0.14390480970331376,0.5017512156264882,0.18379192055783583,12.860858065515849,163.0
0.355621967116562,0.16225319121963014,0.5002920613787727,0.1900322206688337,12.86203750756965,164.0
0.355621967116562,0.16225319121963014,0.49886648208023576,0.1962710777654434,12.853438721734543,165.0
0.355621967116562,0.16225319121963014,0.49744235349892996,0.2025092600411145,12.845512492255482,166.0
0.355621967116562,0.16225319121963014,0.4960206832691419,0.20874708305390305,12.838702654403907,167.0
0.355621967116562,0.16225319121963014,0.49460170595436714,0.21498439882834047,12.833246342496379,168.0
0.355621967116562,0.16225319121963014,0.49318496076295293,0.2212209993487571,12.829027010334396,169.0
0.355621967116562,0.16225319121963014,0.49176785882441265,0.2274631117604457,12.82526414897043,170.0
0.355621967116562,0.16225319121963014,0.4903514213140691,0.23370488595053465,12.822163540339544,171.0
0.355621967116562,0.16225319121963014,0.4889352730222625,0.23994625903544053,12.819814716013665,172.0
0.355621967116562,0.16225319121963014,0.48751821305029946,0.2461873198090988,12.818196756186133,173.0
0.355621967116562,0.16225319121963014,0.48609746282498606,0.2524282184154983,12.817174594655473,174.0
0.355621967116562,0.16225319121963014,0.48467656195085307,0.2586691578646299,12.816471432419265,175.0
0.355621967116562,0.16225319121963014,0.4832555970272142,0.2649101385587106,12.81595540401136,176.0
0.355621967116562,0.16225319121963014,0.48183465680662646,0.27115105407487317,12.815562805873856,177.0
0.355621967116562,0.16225319121963014,0.48041383008315863,0.2773918602854644,12.815256045361641,178.0
0.355621967116562,0.16225319121963014,0.4789931936020642,0.28363254390647286,12.814970974565998,179.0
0.355621967116562,0.16225319121963014,0.4775727861998031,0.2898731389963811,12.814728360215334,180.0
0.355621967116562,0.16225319121963014,0.47615261193093983,0.29611368892909723,12.814554234178882,181.0
0.355621967116562,0.16225319121963014,0.4747329373537385,0.3023542541698949,12.814392471572692,182.0
0.355621967116562,0.16225319121963014,0.47331325939939006,0.3085948483880869,12.814247121594875,183.0
0.355621967116562,0.16225319121963014,0.4718936549995395,0.31483545631771076,12.814106240714677,184.0
0.355621967116562,0.16225319121963014,0.47047414198692755,0.32107607693331447,12.813980723588383,185.0
0.355621967116562,0.16225319121963014,0.4690546976287723,0.3273167073679153,12.813872024546258,186.0
0.355621967116562,0.16225319121963014,0.4676353016426671,0.3335573441514485,12.813780395550538,187.0
0.355621967116562,0.16225319121963014,0.4662159352522354,0.339797983937554,12.813705306570688,188.0
0.355621967116562,0.16225319121963014,0.4647965830501798,0.3460386239673307,12.813645465461535,189.0
0.355621967116562,0.16225319121963014,0.46337723378791784,0.3522792622799971,12.813599007626065,190.0
0.355621967116562,0.16225319121963014,0.4619578803444506,0.35851989773350584,12.813563755452265,191.0
0.355621967116562,0.16225319121963014,0.4605385191586044,0.36476052989919056,12.813537474763251,192.0
0.355621967116562,0.16225319121963014,0.4591191493857435,0.3710011588895381,12.81351808314967,193.0
0.355621967116562,0.16225319121963014,0.4576997719883366,0.3772417851670025,12.813503789199176,194.0
0.355621967116562,0.16225319121963014,0.45628038890674866,0.3834824093678024,12.813493160202325,195.0
0.355621967116562,0.16225319121963014,0.454861002395091,0.38972303216068666,12.813485128265276,196.0
0.355621967116562,0.16225319121963014,0.4534416145549611,0.3959636541486994,12.813478951334876,197.0
0.355621967116562,0.16225319121963014,0.4520222270613592,0.40220427581305973,12.81347414751279,198.0
0.355621967116562,0.16225319121963014,0.4506028410506413,0.4084448974926134,12.813470419549486,199.0
0.355621967116562,0.16225319121963014,0.4491834571285585,0.41468551938957476,12.813467582913919,200.0
0.355621967116562,0.16225319121963014,0.4477640754544971,0.4209261415918017,12.813465506477524,201.0
0.355621967116562,0.16225319121963014,0.44634469586282155,0.4271667641028976,12.813464070515746,202.0
0.355621967116562,0.16225319121963014,0.44492531799074636,0.4334073868733284,12.813463142995737,203.0
0.355621967116562,0.16225319121963014,0.4435059413919465,0.4396480098279204,12.81346257229638,204.0
0.355621967116562,0.16225319121963014,0.44208656562437626,0.44588863288718084,12.813462192692993,205.0
0.355621967116562,0.16225319121963014,0.440667190308407,0.4521292559816014,12.813461838070905,206.0
0.355621967116562,0.16225319121963014,0.43924781515692607,0.4583698790593589,12.813461359258104,207.0
0.355621967116562,0.16225319121963014,0.437828439982434,0.4646105020886016,12.813460640881624,208.0
0.355621967116562,0.16225319121963014,0.43640906468771035,0.4708511250558567,12.813459614553791,209.0
0.355621967116562,0.16225319121963014,0.43498968924672354,0.4770917479621128,12.813458266286395,210.0
0.355621967116562,0.16225319121963014,0.4341126943940201,0.4809433132484781,5.538965027264888,211.0
0.355621967116562,0.16225319121963014,0.4341334499145766,0.4776209618133178,1.4763997691685076,212.0
0.355621967116562,0.16225319121963014,0.4342582687719879,0.47257607705608934,1.4705508128655778,213.0
0.355621967116562,0.16225319121963014,0.4342082420252315,0.4744432362313238,1.4667442944770603,214.0
0.355621967116562,0.16225319121963014,0.4341234532391545,0.478836423042223,1.486974052564547,215.0
0.355621967116562,0.16225319121963014,0.43394743682424386,0.48612147519059745,1.5029606722356335,216.0
0.355621967116562,0.16225319121963014,0.4337237504000616,0.49336933471927596,1.5123834478285396,217.0
0.355621967116562,0.16225319121963014,0.4336707105182369,0.4947215181774749,-5.218498149512375,218.0
0.355621967116562,0.16225319121963014,0.43364168230328326,0.49470286608176656,-14.409172474785166,219.0
0.355621967116562,0.16225319121963014,0.4334786314768005,0.49401166139040964,-22.64720891631678,220.0
0.355621967116562,0.16225319121963014,0.4332835614741623,0.49360991350873706,-30.125647159320316,221.0
0.355621967116562,0.16225319121963014,0.43651148426723263,0.4993789043163683,-30.051129443171046,222.0
0.355621967116562,0.16225319121963014,0.4397201537148536,0.5050978093963412,-29.966707309884356,223.0
0.355621967116562,0.16225319121963014,0.44288989658242184,0.5108169286203802,-29.935652291037982,224.0
0.355621967116562,0.16225319121963014,0.4431664515624228,0.5116222999233829,-37.93125035309507,225.0
0.355621967116562,0.16225319121963014,0.44308371989551526,0.5115519243212685,-45.3773904301374,226.0
0.355621967116562,0.16225319121963014,0.4429474104190419,0.5114526837126432,-52.75374849947129,227.0
0.355621967116562,0.16225319121963014,0.44294415234887896,0.5114527363911253,-52.75379784739985,228.0
0.355621967116562,0.16225319121963014,0.44581397608425505,0.5140701162577177,-55.877043628518685,229.0
0.355621967116562,0.16225319121963014,0.44585752770590736,0.5143126045922274,-64.90672253537582,230.0
0.355621967116562,0.16225319121963014,0.44577724286965886,0.5143889427611373,-72.18297706157804,231.0
0.355621967116562,0.16225319121963014,0.44577374089136923,0.5143891849211409,-72.18301941751523,232.0
0.355621967116562,0.16225319121963014,0.44577484118797844,0.5143933176161881,-81.22880545648617,233.0
0.355621967116562,0.16225319121963014,0.4457792967575539,0.5144150045370901,-88.49978865324185,234.0
0.355621967116562,0.16225319121963014,0.4426840200956914,0.5141795573970382,-93.12000762076867,235.0
0.355621967116562,0.16225319121963014,0.44730680810619033,0.5133417247054602,-92.98393562558608,236.0
0.355621967116562,0.16225319121963014,0.4525657001968095,0.5138821550190321,-88.75582201356663,237.0
0.355621967116562,0.16225319121963014,0.4578627186738964,0.5137616672012687,-88.6852724923437,238.0
0.355621967116562,0.16225319121963014,0.4623901758129705,0.5159497501063904,-91.58754680284872,239.0
0.58,1.3776170528084353,0.46794084228490884,0.5140018868477602,-91.39757758074995,240.0
0.58,1.053562469950472,0.47429256619834886,0.5134229281136584,-91.41906764845022,241.0
0.58,0.9070605864281485,0.4806474286553485,0.5129110907758142,-91.40081590667243,242.0
0.58,0.8334474271756915,0.4870182623337629,0.512454206553545,-91.3860826216967,243.0
0.58,0.7885926779371404,0.4934011654198379,0.5120429687608699,-91.37525779022471,244.0
0.58,0.7621983771304889,0.4935183610266082,0.511853213719176,-98.69472908049279,245.0
0.58,0.7393306968462298,0.49355778701603115,0.5117670507680899,-106.1087859672795,246.0
0.58,0.7199470294482838,0.49420096378082545,0.5115007007016084,-114.34261241861259,247.0
0.58,0.7037344280324539,0.49989205616683724,0.5088686677608946,-114.2030948414853,248.0
0.58,0.6911918991045917,0.505723368043657,0.50623276059685,-114.11916209416589,249.0
0.58,0.6800907408055554,0.5115872571894643,0.5036266385795933,-114.08700520230316,250.0
0.58,0.6710077534642527,0.517427219995791,0.5010020067970403,-114.11972426264573,251.0
0.58,0.6628766880080553,0.5232705796695901,0.4983985671628081,-114.15994799663852,252.0
0.58,0.6553725093420932,0.5291281792648549,0.4957835450828539,-114.20301706495437,253.0
0.58,0.6481734465196111,0.5349891302495441,0.4930587765294362,-114.2446719562827,254.0
0.58,0.6410393494437729,0.5408310000199981,0.4903511512809672,-114.25280165471717,255.0
0.58,0.6340573527510589,0.546669253835455,0.4876500528025897,-114.26316553057977,256.0
0.58,0.6271962373317848,0.5525054444056828,0.48495707380511266,-114.27466443176993,257.0
0.58,0.6204285792567871,0.5583402192842344,0.482273290103793,-114.28620383457016,258.0
0.58,0.6137296915464054,0.564174370763535,0.4795987501731479,-114.29687079937607,259.0
0.58,0.6070754445015937,0.5700073297308255,0.47693353897752466,-114.30292547659724,260.0
0.58,0.6004621299089439,0.5758390610915355,0.4742822981344281,-114.3042220283525,261.0
0.58,0.5938810595905528,0.5816711034758122,0.47164719606415595,-114.30176384583136,262.0
0.58,0.5873311557205371,0.5875029223622682,0.469010345397565,-114.29752078815083,263.0
0.58,0.5808065439477657,0.5933346489782665,0.46637454077104334,-114.29331509433025,264.0
0.58,0.5743013214891937,0.5991663647864266,0.4637403627743828,-114.28974698232152,265.0
0.58,0.567808593811562,0.6049982185748084,0.4611083390054236,-114.28724733471999,266.0
0.58,0.561328953535061,0.603607680193005,0.4572251935539184,-109.80432076608399,267.0
0.58,0.5613241389538851,0.6037737757017904,0.45446879607578117,-104.58375486254305,268.0
0.58,0.5498806572638593,0.6066622224379745,0.45364194895690346,-99.64902884723251,269.0
0.58,0.5423453910941093,0.6094293454668501,0.45210975484662125,-94.99276077217797,270.0
0.58,0.5357605577615316,0.6122356009862748,0.45146389332662373,-90.55349356151828,271.0
0.58,0.5291351519538832,0.6153191261730198,0.45142415040565037,-85.7707244298839,272.0
0.58,0.5231432094623646,0.6137300797882961,0.45202348439827283,-88.00820806500286,273.0
0.58,0.5262811632928734,0.6134683128526429,0.45217450442322094,-88.41914183498679,274.0
0.58,0.5285268595836077,0.6132805340701909,0.45226130371881346,-88.73534466845231,275.0
0.58,0.5308355398710052,0.613139431063712,0.4523010725835174,-88.98903816587213,276.0
0.58,0.533180127055076,0.6130291088260247,0.4523129334710107,-89.19488793704537,277.0
0.58,0.5355514530105645,0.612942871688702,0.45231154483820474,-89.36199767907587,278.0
0.58,0.5379658617211655,0.6128738425290522,0.4523116698328633,-89.49512622287303,279.0
0.58,0.5403155271147064,0.6128176735472158,0.45235928820433585,-89.59985911392687,280.0
0.58,0.5426697491690551,0.6127728233422196,0.4524027448809393,-89.68357594343937,281.0
0.58,0.5450267981867956,0.6127370603807941,0.4524438621707403,-89.75060336146656,282.0
0.58,0.5473856508925112,0.6127085819640578,0.452482819374406,-89.80442324683456,283.0
0.58,0.5497453469020133,0.6126833041150109,0.45251895349777244,-89.84360553955695,284.0
0.58,0.5400415835939222,0.6126630935541073,0.45255185004296455,-89.8749346843066,285.0
0.58,0.5317215675519524,0.612646936986471,0.4525806512969117,-89.9000033510734,286.0
0.58,0.5234939405410237,0.6126340196051899,0.4526048457671737,-89.92005769067286,287.0
0.58,0.5275352265469382,0.6126238053144656,0.45261234513261794,-89.93551605363155,288.0
0.58,0.5256139285540744,0.612617137307287,0.4506571810626711,-89.94575704650859,289.0
0.58,0.525646452300733,0.6126101961254776,0.45066250435899136,-89.95638986124466,290.0
0.58,0.5274358248636921,0.6126064581313949,0.4497683779051231,-89.967796310363,291.0
0.58,0.5023861236560829,0.6126016357966932,0.4497707929037488,-89.97410881996582,292.0
